"","Site","Date","year","month","variable","val"
"4302","RO6",2017-04-01,2017,4,"d2H",-29.69230924
"4303","RO6",2018-04-01,2018,4,"d2H",-29.44832491
"4304","RO6",2019-04-01,2019,4,"d2H",-31.84728515
"4305","RO6",2017-05-01,2017,5,"d2H",-31.17845389
"4306","RO6",2018-05-01,2018,5,"d2H",-31.74816815
"4307","RO6",2019-05-01,2019,5,"d2H",-33.88939051
"4308","RO6",2020-05-04,2020,5,"d2H",-32.87135505
"4309","RO6",2017-06-01,2017,6,"d2H",-33.13505745
"4310","RO6",2018-06-01,2018,6,"d2H",-32.0277354
"4311","RO6",2019-06-01,2019,6,"d2H",-33.01107069
"4312","RO6",2020-06-01,2020,6,"d2H",-32.46299414
"4313","RO6",2021-06-01,2021,6,"d2H",-31.87
"4314","RO6",2017-07-01,2017,7,"d2H",-33.3268205
"4315","RO6",2018-07-01,2018,7,"d2H",-33.27236805
"4316","RO6",2019-07-01,2019,7,"d2H",-33.3605981
"4317","RO6",2020-07-01,2020,7,"d2H",-32.29520501
"4318","RO6",2021-07-01,2021,7,"d2H",-32.76
"4319","RO6",2017-08-01,2017,8,"d2H",-32.21773007
"4320","RO6",2018-08-01,2018,8,"d2H",-32.96263876
"4321","RO6",2019-08-01,2019,8,"d2H",-31.50564494
"4322","RO6",2020-08-01,2020,8,"d2H",-33.23674697
"4323","RO6",2017-09-01,2017,9,"d2H",-33.0418733
"4324","RO6",2018-09-01,2018,9,"d2H",-33.83869735
"4325","RO6",2019-09-01,2019,9,"d2H",-33.41894129
"4326","RO6",2020-09-01,2020,9,"d2H",-29.41802592
"4327","RO6",2017-10-01,2017,10,"d2H",-34.3872262
"4328","RO6",2018-10-01,2018,10,"d2H",-33.20895122
"4329","RO6",2019-10-01,2019,10,"d2H",-33.87371343
"4330","RO6",2017-11-01,2017,11,"d2H",-32.86053035
"4331","RO6",2018-11-01,2018,11,"d2H",-33.91217661
"4332","RO6",2019-11-01,2019,11,"d2H",-30.70795125
"4333","RO6",2020-11-01,2020,11,"d2H",-33.98
"4334","RO6",2017-12-01,2017,12,"d2H",-31.19958019
"4335","RO6",2018-12-01,2018,12,"d2H",-33.87653183
"4336","RO6",2019-12-01,2019,12,"d2H",-32.60823087
"4337","RO6",2020-12-01,2020,12,"d2H",-33.38
"4338","TK1",2018-01-01,2018,1,"d2H",-76.3877543
"4339","TK1",2019-01-01,2019,1,"d2H",-66.96482908
"4340","TK1",2020-01-01,2020,1,"d2H",-71.86905785
"4341","TK1",2021-01-01,2021,1,"d2H",-61.04214687
"4342","TK1",2018-02-01,2018,2,"d2H",-73.82689119
"4343","TK1",2019-02-01,2019,2,"d2H",-68.63354287
"4344","TK1",2020-02-01,2020,2,"d2H",-72.33022355
"4345","TK1",2021-02-01,2021,2,"d2H",-65.54
"4346","TK1",2018-03-01,2018,3,"d2H",-72.48681073
"4347","TK1",2019-03-01,2019,3,"d2H",-69.25016455
"4348","TK1",2020-03-02,2020,3,"d2H",-70.39045387
"4349","TK1",2017-04-01,2017,4,"d2H",-57.69591
"4350","TK1",2018-04-01,2018,4,"d2H",-68.63931493
"4351","TK1",2019-04-01,2019,4,"d2H",-68.01284728
"4352","TK1",2017-05-01,2017,5,"d2H",-66.9728631
"4353","TK1",2018-05-01,2018,5,"d2H",-72.28386828
"4354","TK1",2019-05-01,2019,5,"d2H",-69.52249574
"4355","TK1",2020-05-04,2020,5,"d2H",-68.20452507
"4356","TK1",2017-06-01,2017,6,"d2H",-67.81393309
"4357","TK1",2018-06-01,2018,6,"d2H",-69.6541022
"4358","TK1",2019-06-01,2019,6,"d2H",-69.57119302
"4359","TK1",2020-06-01,2020,6,"d2H",-68.52528211
"4360","TK1",2021-06-01,2021,6,"d2H",-66.48
"4361","TK1",2018-07-01,2018,7,"d2H",-74.73023257
"4362","TK1",2019-07-01,2019,7,"d2H",-71.33903185
"4363","TK1",2020-07-01,2020,7,"d2H",-66.01100979
"4365","TK1",2017-08-01,2017,8,"d2H",-74.62353381
"4366","TK1",2018-08-01,2018,8,"d2H",-71.73820601
"4367","TK1",2019-08-01,2019,8,"d2H",-67.80299663
"4368","TK1",2020-08-01,2020,8,"d2H",-67.77672323
"4369","TK1",2017-09-01,2017,9,"d2H",-70.76870547
"4370","TK1",2018-09-01,2018,9,"d2H",-71.34037948
"4371","TK1",2019-09-01,2019,9,"d2H",-69.82966818
"4372","TK1",2020-09-01,2020,9,"d2H",-64.62963211
"4373","TK1",2017-10-01,2017,10,"d2H",-67.60470077
"4374","TK1",2018-10-01,2018,10,"d2H",-71.56310094
"4375","TK1",2019-10-01,2019,10,"d2H",-69.25683164
"4376","TK1",2017-11-01,2017,11,"d2H",-73.31133542
"4377","TK1",2018-11-01,2018,11,"d2H",-72.87109967
"4378","TK1",2019-11-01,2019,11,"d2H",-70.61371292
"4379","TK1",2020-11-01,2020,11,"d2H",-67.54
"4380","TK1",2017-12-01,2017,12,"d2H",-75.5980186
"4381","TK1",2018-12-01,2018,12,"d2H",-66.86380579
"4382","TK1",2019-12-01,2019,12,"d2H",-72.52761943
"4383","TK1",2020-12-01,2020,12,"d2H",-67.03
"4384","TK2",2018-01-01,2018,1,"d2H",-68.77162916
"4385","TK2",2019-01-01,2019,1,"d2H",-65.36025085
"4386","TK2",2020-01-01,2020,1,"d2H",-65.00368563
"4387","TK2",2021-01-01,2021,1,"d2H",-59.39305946
"4388","TK2",2018-02-01,2018,2,"d2H",-69.19380077
"4389","TK2",2019-02-01,2019,2,"d2H",-66.68088881
"4390","TK2",2020-02-01,2020,2,"d2H",-66.71428291
"4391","TK2",2021-02-01,2021,2,"d2H",-62.06
"4392","TK2",2018-03-01,2018,3,"d2H",-70.21335384
"4393","TK2",2019-03-01,2019,3,"d2H",-65.9901564
"4394","TK2",2020-03-02,2020,3,"d2H",-63.7633691
"4395","TK2",2018-04-01,2018,4,"d2H",-67.01846944
"4396","TK2",2019-04-01,2019,4,"d2H",-64.99898224
"4397","TK2",2018-05-01,2018,5,"d2H",-71.28290924
"4398","TK2",2019-05-01,2019,5,"d2H",-67.6940362
"4399","TK2",2020-05-04,2020,5,"d2H",-64.4792436
"4400","TK2",2017-06-01,2017,6,"d2H",-65.86018409
"4401","TK2",2018-06-01,2018,6,"d2H",-69.25077097
"4402","TK2",2019-06-01,2019,6,"d2H",-66.87845195
"4403","TK2",2020-06-01,2020,6,"d2H",-65.66227687
"4404","TK2",2021-06-01,2021,6,"d2H",-64.52
"4405","TK2",2017-07-01,2017,7,"d2H",-69.38601702
"4406","TK2",2018-07-01,2018,7,"d2H",-71.45447777
"4407","TK2",2019-07-01,2019,7,"d2H",-68.42089175
"4408","TK2",2020-07-01,2020,7,"d2H",-63.43469264
"4410","TK2",2017-08-01,2017,8,"d2H",-70.73436944
"4411","TK2",2018-08-01,2018,8,"d2H",-70.6536555
"4412","TK2",2019-08-01,2019,8,"d2H",-67.33430407
"4413","TK2",2020-08-01,2020,8,"d2H",-64.54274531
"4414","TK2",2017-09-01,2017,9,"d2H",-70.951246
"4415","TK2",2018-09-01,2018,9,"d2H",-69.64656849
"4416","TK2",2019-09-01,2019,9,"d2H",-67.79377019
"4417","TK2",2020-09-01,2020,9,"d2H",-63.45095049
"4418","TK2",2017-10-01,2017,10,"d2H",-66.10977443
"4419","TK2",2018-10-01,2018,10,"d2H",-68.54531533
"4420","TK2",2019-10-01,2019,10,"d2H",-64.72944528
"4421","TK2",2017-11-01,2017,11,"d2H",-73.33532936
"4422","TK2",2018-11-01,2018,11,"d2H",-70.88899708
"4423","TK2",2019-11-01,2019,11,"d2H",-65.7455083
"4424","TK2",2020-11-01,2020,11,"d2H",-62.03
"4425","TK2",2017-12-01,2017,12,"d2H",-68.31055098
"4426","TK2",2018-12-01,2018,12,"d2H",-54.31806824
"4427","TK2",2019-12-01,2019,12,"d2H",-65.79294844
"4428","TK2",2020-12-01,2020,12,"d2H",-62.23
"4429","TK3",2018-01-01,2018,1,"d2H",-79.97901468
"4430","TK3",2019-01-01,2019,1,"d2H",-74.27683889
"4431","TK3",2020-01-01,2020,1,"d2H",-76.01429595
"4432","TK3",2021-01-01,2021,1,"d2H",-69.76607344
"4433","TK3",2018-02-01,2018,2,"d2H",-79.3085613
"4434","TK3",2019-02-01,2019,2,"d2H",-73.43222477
"4435","TK3",2020-02-01,2020,2,"d2H",-74.85506979
"4436","TK3",2021-02-01,2021,2,"d2H",-69.67
"4437","TK3",2018-03-01,2018,3,"d2H",-80.28784084
"4438","TK3",2019-03-01,2019,3,"d2H",-71.76243454
"4439","TK3",2020-03-02,2020,3,"d2H",-71.75654122
"4440","TK3",2017-04-01,2017,4,"d2H",-69.11688406
"4441","TK3",2018-04-01,2018,4,"d2H",-75.58596503
"4442","TK3",2019-04-01,2019,4,"d2H",-71.18628432
"4443","TK3",2017-05-01,2017,5,"d2H",-72.44595301
"4444","TK3",2018-05-01,2018,5,"d2H",-79.28290337
"4445","TK3",2019-05-01,2019,5,"d2H",-76.86437521
"4446","TK3",2020-05-04,2020,5,"d2H",-73.02058374
"4447","TK3",2017-06-01,2017,6,"d2H",-75.03380997
"4448","TK3",2018-06-01,2018,6,"d2H",-79.94964469
"4449","TK3",2019-06-01,2019,6,"d2H",-76.41126699
"4450","TK3",2020-06-01,2020,6,"d2H",-73.75729975
"4451","TK3",2021-06-01,2021,6,"d2H",-71.55
"4452","TK3",2017-07-01,2017,7,"d2H",-74.73396447
"4453","TK3",2018-07-01,2018,7,"d2H",-80.19282257
"4454","TK3",2019-07-01,2019,7,"d2H",-75.72060471
"4455","TK3",2020-07-01,2020,7,"d2H",-73.18371326
"4457","TK3",2017-08-01,2017,8,"d2H",-80.94616631
"4458","TK3",2018-08-01,2018,8,"d2H",-77.53250987
"4459","TK3",2019-08-01,2019,8,"d2H",-75.81895543
"4460","TK3",2020-08-01,2020,8,"d2H",-73.02386412
"4461","TK3",2017-09-01,2017,9,"d2H",-78.60855273
"4462","TK3",2018-09-01,2018,9,"d2H",-80.14660919
"4463","TK3",2019-09-01,2019,9,"d2H",-75.46403986
"4464","TK3",2020-09-01,2020,9,"d2H",-72.07744437
"4465","TK3",2017-10-01,2017,10,"d2H",-79.03563029
"4466","TK3",2018-10-01,2018,10,"d2H",-79.3390915
"4467","TK3",2019-10-01,2019,10,"d2H",-75.06193661
"4468","TK3",2017-11-01,2017,11,"d2H",-82.29427304
"4469","TK3",2018-11-01,2018,11,"d2H",-79.79847932
"4470","TK3",2019-11-01,2019,11,"d2H",-74.63048213
"4471","TK3",2020-11-01,2020,11,"d2H",-72.82
"4472","TK3",2017-12-01,2017,12,"d2H",-82.92368542
"4473","TK3",2018-12-01,2018,12,"d2H",-79.00752832
"4474","TK3",2019-12-01,2019,12,"d2H",-73.74125923
"4475","TK3",2020-12-01,2020,12,"d2H",-71.96
"4476","TK4",2018-01-01,2018,1,"d2H",-66.04322811
"4477","TK4",2019-01-01,2019,1,"d2H",-70.88608974
"4478","TK4",2020-01-01,2020,1,"d2H",-70.05679041
"4479","TK4",2021-01-01,2021,1,"d2H",-68.40768792
"4480","TK4",2018-02-01,2018,2,"d2H",-68.20520041
"4481","TK4",2019-02-01,2019,2,"d2H",-71.31041118
"4482","TK4",2020-02-01,2020,2,"d2H",-69.65798714
"4483","TK4",2021-02-01,2021,2,"d2H",-68.41
"4484","TK4",2018-03-01,2018,3,"d2H",-67.23167415
"4485","TK4",2019-03-01,2019,3,"d2H",-69.85991511
"4486","TK4",2020-03-02,2020,3,"d2H",-68.13513246
"4487","TK4",2017-04-01,2017,4,"d2H",-64.69469069
"4488","TK4",2018-04-01,2018,4,"d2H",-67.9151572
"4489","TK4",2019-04-01,2019,4,"d2H",-68.7507655
"4490","TK4",2017-05-01,2017,5,"d2H",-67.23097094
"4491","TK4",2018-05-01,2018,5,"d2H",-69.89198017
"4492","TK4",2019-05-01,2019,5,"d2H",-73.01817717
"4493","TK4",2020-05-04,2020,5,"d2H",-69.6718361
"4494","TK4",2017-06-01,2017,6,"d2H",-69.00958149
"4495","TK4",2018-06-01,2018,6,"d2H",-71.72373833
"4496","TK4",2019-06-01,2019,6,"d2H",-70.72345554
"4497","TK4",2020-06-01,2020,6,"d2H",-69.53439243
"4498","TK4",2021-06-01,2021,6,"d2H",-68.78
"4499","TK4",2017-07-01,2017,7,"d2H",-70.1831884
"4500","TK4",2018-07-01,2018,7,"d2H",-72.73599263
"4501","TK4",2019-07-01,2019,7,"d2H",-70.98311657
"4502","TK4",2020-07-01,2020,7,"d2H",-70.19571552
"4504","TK4",2017-08-01,2017,8,"d2H",-69.02662652
"4505","TK4",2018-08-01,2018,8,"d2H",-70.82087422
"4506","TK4",2019-08-01,2019,8,"d2H",-73.78561938
"4507","TK4",2020-08-01,2020,8,"d2H",-69.70920484
"4508","TK4",2017-09-01,2017,9,"d2H",-71.00325663
"4509","TK4",2018-09-01,2018,9,"d2H",-73.06364511
"4510","TK4",2019-09-01,2019,9,"d2H",-70.67736396
"4511","TK4",2020-09-01,2020,9,"d2H",-69.68663204
"4512","TK4",2017-10-01,2017,10,"d2H",-72.80085903
"4513","TK4",2018-10-01,2018,10,"d2H",-72.28345976
"4514","TK4",2019-10-01,2019,10,"d2H",-70.9703818
"4515","TK4",2017-11-01,2017,11,"d2H",-72.90789611
"4516","TK4",2018-11-01,2018,11,"d2H",-74.06472527
"4517","TK4",2019-11-01,2019,11,"d2H",-69.96803389
"4518","TK4",2020-11-01,2020,11,"d2H",-69.98
"4519","TK4",2017-12-01,2017,12,"d2H",-69.57285558
"4520","TK4",2018-12-01,2018,12,"d2H",-74.07733372
"4521","TK4",2019-12-01,2019,12,"d2H",-70.25288606
"4522","TK4",2020-12-01,2020,12,"d2H",-68.21
"4523","TK5",2018-01-01,2018,1,"d2H",-73.84469458
"4524","TK5",2019-01-01,2019,1,"d2H",-70.85674143
"4525","TK5",2020-01-01,2020,1,"d2H",-70.69869555
"4526","TK5",2021-01-01,2021,1,"d2H",-68.0134568
"4527","TK5",2018-02-01,2018,2,"d2H",-73.31823551
"4528","TK5",2019-02-01,2019,2,"d2H",-71.33074286
"4529","TK5",2020-02-01,2020,2,"d2H",-70.83254069
"4530","TK5",2021-02-01,2021,2,"d2H",-68.4
"4531","TK5",2018-03-01,2018,3,"d2H",-71.88636772
"4532","TK5",2019-03-01,2019,3,"d2H",-70.62576669
"4533","TK5",2020-03-02,2020,3,"d2H",-69.42093328
"4534","TK5",2017-04-01,2017,4,"d2H",-66.23135431
"4535","TK5",2018-04-01,2018,4,"d2H",-69.68342315
"4536","TK5",2019-04-01,2019,4,"d2H",-70.14906631
"4537","TK5",2017-05-01,2017,5,"d2H",-69.64421242
"4538","TK5",2018-05-01,2018,5,"d2H",-76.7778059
"4539","TK5",2019-05-01,2019,5,"d2H",-70.79855238
"4540","TK5",2020-05-04,2020,5,"d2H",-69.91566897
"4541","TK5",2017-06-01,2017,6,"d2H",-72.39161636
"4542","TK5",2018-06-01,2018,6,"d2H",-75.53385127
"4543","TK5",2019-06-01,2019,6,"d2H",-71.92483213
"4544","TK5",2020-06-01,2020,6,"d2H",-70.01708601
"4545","TK5",2021-06-01,2021,6,"d2H",-69.94
"4546","TK5",2017-07-01,2017,7,"d2H",-78.07566314
"4547","TK5",2018-07-01,2018,7,"d2H",-76.01841193
"4548","TK5",2019-07-01,2019,7,"d2H",-73.88522628
"4549","TK5",2020-07-01,2020,7,"d2H",-71.04699371
"4550","TK5",2021-07-01,2021,7,"d2H",-71.05
"4551","TK5",2017-08-01,2017,8,"d2H",-79.35719632
"4552","TK5",2018-08-01,2018,8,"d2H",-75.64569505
"4553","TK5",2019-08-01,2019,8,"d2H",-69.99914391
"4554","TK5",2020-08-01,2020,8,"d2H",-71.36142677
"4555","TK5",2017-09-01,2017,9,"d2H",-77.42707258
"4556","TK5",2018-09-01,2018,9,"d2H",-75.55075604
"4557","TK5",2019-09-01,2019,9,"d2H",-73.92900664
"4558","TK5",2020-09-01,2020,9,"d2H",-71.42195936
"4559","TK5",2017-10-01,2017,10,"d2H",-76.44358324
"4560","TK5",2018-10-01,2018,10,"d2H",-74.25567544
"4561","TK5",2019-10-01,2019,10,"d2H",-71.61913247
"4562","TK5",2017-11-01,2017,11,"d2H",-77.75019346
"4563","TK5",2018-11-01,2018,11,"d2H",-76.96803474
"4564","TK5",2019-11-01,2019,11,"d2H",-71.44577795
"4565","TK5",2020-11-01,2020,11,"d2H",-71.09
"4566","TK5",2017-12-01,2017,12,"d2H",-74.73530222
"4567","TK5",2018-12-01,2018,12,"d2H",-73.65257634
"4568","TK5",2019-12-01,2019,12,"d2H",-71.25259405
"4569","TK5",2020-12-01,2020,12,"d2H",-68.71233132
"4570","TK6",2018-01-01,2018,1,"d2H",-69.89709537
"4571","TK6",2019-01-01,2019,1,"d2H",-71.31653844
"4572","TK6",2020-01-01,2020,1,"d2H",-70.1195576
"4573","TK6",2021-01-01,2021,1,"d2H",-68.33511495
"4574","TK6",2018-02-01,2018,2,"d2H",-69.73303907
"4575","TK6",2019-02-01,2019,2,"d2H",-70.43633922
"4576","TK6",2020-02-01,2020,2,"d2H",-69.10791342
"4577","TK6",2021-02-01,2021,2,"d2H",-67.85
"4578","TK6",2018-03-01,2018,3,"d2H",-67.67367751
"4579","TK6",2019-03-01,2019,3,"d2H",-69.3266546
"4580","TK6",2020-03-02,2020,3,"d2H",-68.0306125
"4581","TK6",2017-04-01,2017,4,"d2H",-63.56804414
"4582","TK6",2018-04-01,2018,4,"d2H",-64.10776658
"4583","TK6",2019-04-01,2019,4,"d2H",-69.03265345
"4584","TK6",2017-05-01,2017,5,"d2H",-66.33428022
"4585","TK6",2018-05-01,2018,5,"d2H",-71.08723566
"4586","TK6",2019-05-01,2019,5,"d2H",-68.57105415
"4587","TK6",2020-05-04,2020,5,"d2H",-69.72141588
"4588","TK6",2017-06-01,2017,6,"d2H",-69.06131628
"4589","TK6",2018-06-01,2018,6,"d2H",-71.22094151
"4590","TK6",2019-06-01,2019,6,"d2H",-69.78565727
"4591","TK6",2020-06-01,2020,6,"d2H",-69.07446716
"4592","TK6",2021-06-01,2021,6,"d2H",-68.85
"4593","TK6",2017-07-01,2017,7,"d2H",-70.5168801
"4594","TK6",2018-07-01,2018,7,"d2H",-72.17954677
"4595","TK6",2019-07-01,2019,7,"d2H",-70.94902662
"4596","TK6",2020-07-01,2020,7,"d2H",-69.59464097
"4598","TK6",2017-08-01,2017,8,"d2H",-70.50333331
"4599","TK6",2018-08-01,2018,8,"d2H",-72.48401754
"4600","TK6",2019-08-01,2019,8,"d2H",-69.86902229
"4601","TK6",2020-08-01,2020,8,"d2H",-69.50083139
"4602","TK6",2017-09-01,2017,9,"d2H",-70.72911029
"4603","TK6",2018-09-01,2018,9,"d2H",-72.85580923
"4604","TK6",2019-09-01,2019,9,"d2H",-70.99155205
"4605","TK6",2020-09-01,2020,9,"d2H",-69.14105642
"4606","TK6",2017-10-01,2017,10,"d2H",-72.49517253
"4607","TK6",2018-10-01,2018,10,"d2H",-71.90927541
"4608","TK6",2019-10-01,2019,10,"d2H",-70.87677081
"4609","TK6",2017-11-01,2017,11,"d2H",-71.7658504
"4610","TK6",2018-11-01,2018,11,"d2H",-73.39194994
"4611","TK6",2019-11-01,2019,11,"d2H",-70.5342944
"4612","TK6",2020-11-01,2020,11,"d2H",-69.63
"4613","TK6",2017-12-01,2017,12,"d2H",-71.50549565
"4614","TK6",2018-12-01,2018,12,"d2H",-72.19110223
"4615","TK6",2019-12-01,2019,12,"d2H",-69.45385384
"4616","TK6",2020-12-01,2020,12,"d2H",-67.3892165
"4617","TU1",2018-01-01,2018,1,"d2H",-36.76449545
"4618","TU1",2019-01-01,2019,1,"d2H",-37.71260055
"4619","TU1",2020-01-01,2020,1,"d2H",-41.73626708
"4620","TU1",2021-01-01,2021,1,"d2H",-32.3809504
"4621","TU1",2018-02-01,2018,2,"d2H",-5.904889265
"4622","TU1",2019-02-01,2019,2,"d2H",-39.21356608
"4623","TU1",2020-02-01,2020,2,"d2H",-41.38795913
"4624","TU1",2021-02-01,2021,2,"d2H",-40.38
"4625","TU1",2018-03-01,2018,3,"d2H",-37.36668157
"4626","TU1",2019-03-01,2019,3,"d2H",-38.22755042
"4627","TU1",2020-03-02,2020,3,"d2H",-40.76498707
"4628","TU1",2017-04-01,2017,4,"d2H",-33.08870041
"4629","TU1",2018-04-01,2018,4,"d2H",-31.49486863
"4630","TU1",2019-04-01,2019,4,"d2H",-39.77053146
"4631","TU1",2017-05-01,2017,5,"d2H",-33.84512249
"4632","TU1",2018-05-01,2018,5,"d2H",-34.11348301
"4633","TU1",2019-05-01,2019,5,"d2H",-34.54441531
"4634","TU1",2020-05-04,2020,5,"d2H",-41.30573458
"4635","TU1",2017-06-01,2017,6,"d2H",-35.94395204
"4636","TU1",2018-06-01,2018,6,"d2H",-34.83823627
"4637","TU1",2019-06-01,2019,6,"d2H",-35.53508179
"4638","TU1",2020-06-01,2020,6,"d2H",-33.34002697
"4639","TU1",2021-06-01,2021,6,"d2H",-45.18
"4640","TU1",2017-07-01,2017,7,"d2H",-34.40166528
"4641","TU1",2018-07-01,2018,7,"d2H",-36.08993643
"4642","TU1",2019-07-01,2019,7,"d2H",-35.87513757
"4643","TU1",2020-07-01,2020,7,"d2H",-35.06282358
"4644","TU1",2021-07-01,2021,7,"d2H",-33.57
"4645","TU1",2017-08-01,2017,8,"d2H",-35.77283236
"4646","TU1",2018-08-01,2018,8,"d2H",-37.33813788
"4647","TU1",2019-08-01,2019,8,"d2H",-33.50862636
"4648","TU1",2020-08-01,2020,8,"d2H",-36.06200455
"4649","TU1",2017-09-01,2017,9,"d2H",-37.0960179
"4650","TU1",2018-09-01,2018,9,"d2H",-36.44495069
"4651","TU1",2019-09-01,2019,9,"d2H",-34.98702547
"4652","TU1",2020-09-01,2020,9,"d2H",-35.35791772
"4653","TU1",2017-10-01,2017,10,"d2H",-35.70269477
"4654","TU1",2018-10-01,2018,10,"d2H",-35.87942008
"4655","TU1",2019-10-01,2019,10,"d2H",-34.39030741
"4656","TU1",2017-11-01,2017,11,"d2H",-35.23391171
"4657","TU1",2018-11-01,2018,11,"d2H",-36.35969131
"4658","TU1",2019-11-01,2019,11,"d2H",-31.19909776
"4659","TU1",2020-11-01,2020,11,"d2H",-36.02
"4660","TU1",2017-12-01,2017,12,"d2H",-38.35523209
"4661","TU1",2018-12-01,2018,12,"d2H",-35.96026207
"4662","TU1",2019-12-01,2019,12,"d2H",-34.55115581
"4663","TU1",2020-12-01,2020,12,"d2H",-33.66663425
"4664","TU2",2018-01-01,2018,1,"d2H",-44.05643489
"4665","TU2",2019-01-01,2019,1,"d2H",-47.34701944
"4666","TU2",2020-01-01,2020,1,"d2H",-48.51732302
"4667","TU2",2021-01-01,2021,1,"d2H",-43.00427961
"4668","TU2",2018-02-01,2018,2,"d2H",-44.63532647
"4669","TU2",2019-02-01,2019,2,"d2H",-48.3452172
"4670","TU2",2020-02-01,2020,2,"d2H",-48.41013769
"4671","TU2",2021-02-01,2021,2,"d2H",-46.49
"4672","TU2",2018-03-01,2018,3,"d2H",-45.22086214
"4673","TU2",2019-03-01,2019,3,"d2H",-47.61852495
"4674","TU2",2020-03-02,2020,3,"d2H",-48.4020872
"4675","TU2",2017-04-01,2017,4,"d2H",-40.30017752
"4676","TU2",2018-04-01,2018,4,"d2H",-43.97253003
"4677","TU2",2019-04-01,2019,4,"d2H",-48.27299299
"4678","TU2",2017-05-01,2017,5,"d2H",-43.46231438
"4679","TU2",2018-05-01,2018,5,"d2H",-43.03303755
"4680","TU2",2019-05-01,2019,5,"d2H",-46.0245021
"4681","TU2",2020-05-04,2020,5,"d2H",-49.76666157
"4682","TU2",2017-06-01,2017,6,"d2H",-47.50955098
"4683","TU2",2018-06-01,2018,6,"d2H",-45.61665294
"4684","TU2",2019-06-01,2019,6,"d2H",-47.32411796
"4685","TU2",2020-06-01,2020,6,"d2H",-46.04185194
"4686","TU2",2021-06-01,2021,6,"d2H",-36.55
"4687","TU2",2017-07-01,2017,7,"d2H",-45.36108381
"4688","TU2",2018-07-01,2018,7,"d2H",-45.96037274
"4689","TU2",2019-07-01,2019,7,"d2H",-43.38162229
"4690","TU2",2020-07-01,2020,7,"d2H",-46.29969426
"4691","TU2",2021-07-01,2021,7,"d2H",-42.46
"4692","TU2",2017-08-01,2017,8,"d2H",-44.22650858
"4693","TU2",2018-08-01,2018,8,"d2H",-44.27681028
"4694","TU2",2019-08-01,2019,8,"d2H",-44.94064917
"4695","TU2",2020-08-01,2020,8,"d2H",-47.92019908
"4696","TU2",2017-09-01,2017,9,"d2H",-45.02075993
"4697","TU2",2018-09-01,2018,9,"d2H",-47.86305516
"4698","TU2",2019-09-01,2019,9,"d2H",-47.47232958
"4699","TU2",2020-09-01,2020,9,"d2H",-45.01544487
"4700","TU2",2017-10-01,2017,10,"d2H",-46.26732833
"4701","TU2",2018-10-01,2018,10,"d2H",-48.43300341
"4702","TU2",2019-10-01,2019,10,"d2H",-47.06450107
"4703","TU2",2017-11-01,2017,11,"d2H",-47.06184901
"4704","TU2",2018-11-01,2018,11,"d2H",-49.32501562
"4705","TU2",2019-11-01,2019,11,"d2H",-43.42115602
"4706","TU2",2020-11-01,2020,11,"d2H",-46.14
"4707","TU2",2017-12-01,2017,12,"d2H",-48.58347697
"4708","TU2",2018-12-01,2018,12,"d2H",-45.62941547
"4709","TU2",2019-12-01,2019,12,"d2H",-43.2122327
"4710","TU2",2020-12-01,2020,12,"d2H",-42.56074435
"4711","WA1",2018-01-01,2018,1,"d2H",-31.78999663
"4712","WA1",2019-01-01,2019,1,"d2H",-26.03564186
"4713","WA1",2020-01-01,2020,1,"d2H",-26.83703694
"4714","WA1",2021-01-01,2021,1,"d2H",-25.71325787
"4715","WA1",2018-02-01,2018,2,"d2H",-26.04773375
"4716","WA1",2019-02-01,2019,2,"d2H",-27.46673676
"4717","WA1",2020-02-01,2020,2,"d2H",-28.60748377
"4718","WA1",2021-02-01,2021,2,"d2H",-34.95
"4719","WA1",2018-03-01,2018,3,"d2H",-26.84298397
"4720","WA1",2019-03-01,2019,3,"d2H",-24.42840151
"4721","WA1",2020-03-02,2020,3,"d2H",-26.46602913
"4722","WA1",2017-04-01,2017,4,"d2H",-30.4508227
"4723","WA1",2018-04-01,2018,4,"d2H",-25.10481466
"4724","WA1",2019-04-01,2019,4,"d2H",-29.19696011
"4725","WA1",2017-05-01,2017,5,"d2H",-28.58567366
"4726","WA1",2018-05-01,2018,5,"d2H",-26.29207166
"4727","WA1",2019-05-01,2019,5,"d2H",-25.63713807
"4728","WA1",2020-05-04,2020,5,"d2H",-28.65914382
"4729","WA1",2017-06-01,2017,6,"d2H",-27.18724768
"4730","WA1",2018-06-01,2018,6,"d2H",-25.91154109
"4731","WA1",2019-06-01,2019,6,"d2H",-27.55392321
"4732","WA1",2020-06-01,2020,6,"d2H",-28.40704997
"4733","WA1",2021-06-01,2021,6,"d2H",-33.21
"4734","WA1",2017-07-01,2017,7,"d2H",-24.55218157
"4735","WA1",2018-07-01,2018,7,"d2H",-30.91923256
"4736","WA1",2019-07-01,2019,7,"d2H",-34.47927596
"4737","WA1",2020-07-01,2020,7,"d2H",-30.15414866
"4738","WA1",2021-07-01,2021,7,"d2H",-25.51
"4739","WA1",2017-08-01,2017,8,"d2H",-35.87060898
"4740","WA1",2018-08-01,2018,8,"d2H",-27.944142
"4741","WA1",2019-08-01,2019,8,"d2H",-31.67291384
"4742","WA1",2020-08-01,2020,8,"d2H",-30.00555986
"4743","WA1",2017-09-01,2017,9,"d2H",-30.48395703
"4744","WA1",2018-09-01,2018,9,"d2H",-29.94778155
"4745","WA1",2019-09-01,2019,9,"d2H",-29.95450759
